Unnamed: 0,station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
,774,BC774,118.67,38.95,119.623,21.365,49.002,14.386,0.478,26.335,0.173,53.691,11.934,40.95,59.05,0.0,6.96,32.6
,775,BC775,118.32,38.87,51.626,39.897,79.196,12.09,0.381,25.27,0.107,17.05,10.818,66.87,31.11,2.02,7.21,25.47
,776,BC776,118.73,38.92,42.288,33.469,61.656,11.112,0.398,19.234,0.089,32.735,12.221,39.05,55.75,5.21,3.73,32.5
,777,BC777,118.45,38.9,62.391,49.879,77.075,4.806,0.189,29.532,0.199,53.541,11.981,2.17,68.55,29.27,3.29,24.76
,778,BC778,118.44,38.76,115.377,39.313,114.373,15.2,0.285,29.1,0.199,56.502,11.838,89.32,4.11,6.56,1.4,22.56
,779,BC779,118.41,38.9,111.462,3.508,119.039,6.073,0.282,31.678,0.112,64.576,11.912,98.43,0.03,1.54,2.95,31.97
,780,BC780,118.76,38.96,53.964,39.883,125.508,9.91,0.233,14.161,0.046,32.302,11.006,91.19,7.01,1.8,4.49,32.18
,781,BC781,118.9,38.98,92.717,40.198,126.584,15.361,0.401,17.768,0.101,51.404,11.858,0.0,100.0,0.0,6.18,26.08
,782,BC782,118.84,38.81,48.784,38.377,126.584,11.938,0.368,33.416,0.037,53.802,10.761,0.0,100.0,0.0,7.78,31.3
,783,BC783,118.26,38.7,85.023,41.0,100.588,13.503,0.313,18.143,0.149,57.303,10.747,36.95,25.33,37.72,3.39,30.73
,784,BC784,118.53,38.98,88.752,37.328,67.841,19.616,0.17,18.46,0.141,43.427,12.586,2.69,80.1,17.22,6.49,30.92
,785,BC785,118.3,38.82,98.056,41.217,116.354,10.54,0.413,26.371,0.109,52.028,12.245,89.87,0.23,9.9,3.57,22.82
,786,BC786,118.56,38.85,103.833,43.838,85.132,18.318,0.335,15.426,0.108,54.23,11.939,88.54,5.53,5.93,5.22,26.45
,787,BC787,118.88,38.85,108.376,48.69,124.614,14.037,0.228,19.668,0.143,54.578,6.25,98.66,0.63,0.71,7.25,27.63
,788,BC788,118.26,38.77,25.756,22.747,116.74,18.504,0.424,32.793,0.182,55.38,12.431,0.0,100.0,0.0,3.45,27.9
,789,BC789,118.45,38.82,23.756,48.19,113.612,13.439,0.359,14.161,0.155,26.359,12.43,100.0,0.0,0.0,4.5,17.07
,790,BC790,118.76,38.69,87.154,46.271,114.478,4.806,0.238,26.832,0.079,11.617,12.349,100.0,0.0,0.0,4.24,16.73
,791,BC791,118.74,38.77,71.59,44.626,117.127,4.806,0.292,21.43,0.102,67.581,12.244,0.0,100.0,0.0,3.33,23.72
,792,BC792,118.99,38.91,61.754,15.581,121.233,5.463,0.379,23.439,0.014,55.439,12.094,67.96,2.32,29.71,3.19,34.38
,793,BC793,118.93,38.91,42.137,32.729,94.293,9.346,0.376,19.55,0.028,63.348,9.663,23.99,1.06,74.95,8.23,30.55
,794,BC794,118.6,38.79,18.012,13.147,75.055,4.806,0.329,20.93,0.199,14.245,11.953,89.68,0.63,9.69,6.95,25.73
,795,BC795,118.88,38.87,106.196,22.387,126.584,4.806,0.271,27.208,0.194,29.497,12.357,0.0,100.0,0.0,4.96,30.38
,796,BC796,118.99,38.98,11.326,35.506,110.206,8.909,0.4,14.161,0.014,35.232,11.717,93.19,3.93,2.87,3.41,35.15
,797,BC797,118.83,38.67,11.326,38.649,121.12,24.309,0.356,14.673,0.045,21.075,10.575,96.72,0.17,3.12,7.59,33.82
,798,BC798,118.93,38.91,78.117,42.401,126.584,6.439,0.448,30.915,0.146,36.819,10.667,6.28,36.07,57.65,5.23,30.17
,799,BC799,118.65,38.73,84.758,34.798,118.096,14.419,0.063,23.17,0.181,27.374,13.233,98.61,0.49,0.9,7.63,19.36
,800,BC800,118.87,38.72,65.26,41.737,113.899,11.784,0.178,27.66,0.196,49.312,9.28,48.5,3.68,47.82,3.9,22.41
,801,BC801,118.59,38.77,41.809,29.78,116.464,5.584,0.492,28.11,0.199,59.249,12.611,0.98,95.01,4.01,6.85,20.82
,802,BC802,118.63,38.97,27.342,23.442,97.075,4.806,0.459,17.582,0.128,35.019,11.912,0.0,100.0,0.0,7.05,26.31
,803,BC803,118.81,38.81,118.291,14.591,112.852,19.04,0.325,32.961,0.197,51.135,11.692,80.91,0.59,18.5,6.86,28.05
,804,BC804,118.99,38.83,56.685,31.747,88.317,15.022,0.418,14.161,0.169,57.349,12.635,52.89,37.64,9.47,6.27,31.65
,805,BC805,118.69,38.89,122.615,45.439,49.587,10.015,0.332,22.242,0.156,67.644,11.73,100.0,0.0,0.0,6.85,32.06
,806,BC806,118.53,38.89,11.326,40.667,68.166,4.806,0.471,14.853,0.177,43.091,12.725,0.0,100.0,0.0,6.81,35.55
,807,BC807,118.99,38.67,86.869,14.617,98.176,14.032,0.349,21.173,0.187,53.638,10.454,100.0,0.0,0.0,7.7,25.35
,808,BC808,118.67,38.94,58.491,43.023,119.585,16.142,0.13,30.155,0.099,60.105,11.793,79.78,1.5,18.72,4.39,21.76
,809,BC809,118.46,38.9,92.08,40.79,106.639,13.804,0.411,23.855,0.113,32.711,11.847,0.0,100.0,0.0,3.76,25.34
,810,BC810,118.96,38.67,102.256,48.956,121.672,9.641,0.428,29.356,0.177,46.985,11.138,100.0,0.0,0.0,5.27,28.04
,811,BC811,118.99,38.78,101.238,49.879,93.75,13.515,0.39,27.287,0.199,36.871,12.754,17.69,81.88,0.43,4.74,28.78
,812,BC812,118.39,38.68,37.809,28.248,126.584,11.137,0.107,30.826,0.199,12.056,12.332,99.59,0.0,0.41,4.14,30.44
,813,BC813,118.95,38.76,105.938,44.522,94.893,8.484,0.489,14.43,0.014,45.931,9.3,19.14,1.19,79.67,8.23,21.02
,814,BC814,118.37,38.86,62.549,23.846,105.953,7.264,0.449,20.22,0.123,18.488,12.205,0.0,100.0,0.0,5.43,32.15
,815,BC815,118.9,38.98,23.756,37.659,112.572,5.842,0.382,29.463,0.04,24.632,10.018,98.3,0.97,0.73,3.01,30.58
,816,BC816,118.71,38.91,90.371,30.133,47.251,4.806,0.293,25.138,0.04,15.795,12.334,99.41,0.02,0.57,3.76,29.6
,817,BC817,118.26,38.98,49.345,28.168,119.846,9.792,0.138,30.687,0.13,34.912,11.692,59.94,1.41,38.65,7.57,32.74
,818,BC818,118.81,38.78,95.188,32.77,35.896,9.87,0.47,24.308,0.199,68.104,12.343,32.12,8.79,59.09,3.97,31.54
,819,BC819,118.99,38.98,62.521,39.543,44.831,11.412,0.428,31.114,0.141,49.054,11.613,98.26,0.31,1.42,2.74,24.27
,820,BC820,118.57,38.89,72.377,11.831,86.552,4.806,0.413,14.161,0.123,39.911,12.197,24.64,64.22,11.14,7.47,34.03
,821,BC821,118.77,38.98,60.521,42.875,103.937,4.806,0.396,25.662,0.153,59.209,12.148,100.0,0.0,0.0,3.17,32.76
,822,BC822,118.95,38.87,81.02,49.879,72.214,7.819,0.263,23.048,0.107,57.293,12.115,0.0,100.0,0.0,6.81,27.32
,823,BC823,118.88,38.76,135.537,31.419,60.761,4.806,0.386,25.641,0.197,44.585,12.307,93.81,0.12,6.07,4.19,36.04
,824,BC824,118.58,38.87,53.156,44.316,96.774,8.874,0.183,26.563,0.128,43.185,11.957,97.59,0.11,2.3,7.01,25.41
,825,BC825,118.34,38.94,43.671,32.801,89.619,15.565,0.409,32.18,0.183,20.819,11.69,81.23,0.22,18.55,7.24,27.68
,826,BC826,118.78,38.75,107.437,35.115,77.803,12.451,0.336,27.331,0.125,16.208,12.334,0.0,100.0,0.0,4.1,25.07
,827,BC827,118.99,38.86,114.631,11.554,83.476,4.877,0.472,28.559,0.199,34.27,13.213,59.38,9.83,30.79,7.15,22.48
,828,BC828,118.79,38.87,11.326,49.879,116.507,9.704,0.33,14.161,0.104,31.041,12.003,56.51,1.29,42.2,2.41,26.92
,829,BC829,118.84,38.93,100.471,10.205,126.584,13.053,0.307,28.124,0.199,61.608,10.041,35.63,63.88,0.49,6.7,22.37
,830,BC830,118.91,38.84,78.1,31.404,126.584,8.405,0.442,20.252,0.178,31.732,10.352,2.62,42.9,54.49,4.15,30.01
,831,BC831,118.26,38.92,93.256,47.658,121.934,8.068,0.43,29.433,0.184,68.584,12.266,70.48,29.52,0.0,8.23,36.04
,832,BC832,118.64,38.93,96.767,46.869,51.99,9.246,0.385,24.008,0.127,38.469,9.65,75.65,22.6,1.75,4.05,13.68
,833,BC833,118.5,38.74,89.198,34.656,70.032,13.605,0.464,23.099,0.15,63.199,11.97,70.64,28.92,0.45,3.73,32.65
,834,BC834,118.99,38.83,76.078,38.622,70.195,14.055,0.324,14.213,0.061,48.303,12.786,8.69,37.38,53.93,7.5,31.66
,835,BC835,118.99,38.98,135.537,48.196,122.142,4.806,0.417,18.36,0.101,53.459,12.159,100.0,0.0,0.0,2.89,29.17
,836,BC836,118.74,38.77,11.326,41.144,103.01,9.418,0.439,19.842,0.183,46.281,12.333,68.43,28.51,3.06,8.14,32.65
,837,BC837,118.28,38.88,114.469,33.074,85.75,5.617,0.132,19.334,0.025,34.801,12.439,82.95,0.18,16.87,7.0,28.73
,838,BC838,118.69,38.98,104.01,24.813,76.85,4.806,0.334,30.156,0.167,27.508,12.101,96.54,0.03,3.43,6.75,33.94
,839,BC839,118.68,38.98,85.013,42.923,126.584,8.138,0.449,19.71,0.137,61.868,12.371,62.28,3.24,34.48,7.69,30.64
,840,BC840,118.74,38.71,99.608,47.529,110.48,11.24,0.372,18.702,0.188,57.152,9.961,74.19,20.53,5.28,2.61,27.25
,841,BC841,118.69,38.77,48.705,33.603,116.027,11.209,0.433,31.403,0.063,34.6,9.896,34.5,17.47,48.03,7.66,25.91
,842,BC842,118.26,38.94,105.361,27.312,66.426,13.269,0.347,23.595,0.111,45.713,10.415,92.32,0.07,7.61,7.61,30.84
,843,BC843,118.81,38.93,101.166,43.854,67.649,10.029,0.379,16.644,0.156,19.497,12.127,26.34,64.39,9.28,7.17,33.64
,844,BC844,118.74,38.85,91.352,49.879,109.797,10.156,0.325,15.608,0.144,50.415,11.581,72.13,2.81,25.05,6.12,23.91
,845,BC845,118.92,38.76,122.954,42.724,57.389,7.461,0.277,15.897,0.199,61.415,12.179,100.0,0.0,0.0,3.63,31.36
,846,BC846,118.33,38.89,99.888,33.61,75.101,20.122,0.444,26.261,0.199,54.987,9.95,0.0,100.0,0.0,4.06,26.44
,847,BC847,118.91,38.98,115.786,30.075,63.873,14.872,0.386,16.802,0.029,40.903,12.369,56.17,10.54,33.3,7.65,23.48
,848,BC848,118.48,38.67,128.523,46.028,118.611,13.332,0.505,22.138,0.167,57.263,11.061,18.94,32.99,48.07,7.29,29.52
,849,BC849,118.76,38.89,42.476,35.481,73.555,5.58,0.349,27.248,0.185,35.42,11.698,98.55,0.23,1.22,4.53,33.33
,850,BC850,118.71,38.79,20.392,34.993,73.737,5.091,0.29,31.716,0.055,56.857,7.82,0.0,100.0,0.0,3.98,24.4
,851,BC851,118.51,38.73,101.306,43.815,70.033,14.98,0.118,27.314,0.191,16.889,11.955,95.11,0.3,4.59,7.12,34.53
,852,BC852,118.91,38.92,43.075,9.424,103.062,4.943,0.285,32.723,0.107,52.738,12.485,0.0,100.0,0.0,1.78,29.49
,853,BC853,118.83,38.79,127.312,38.418,111.197,13.397,0.167,25.369,0.182,64.941,11.844,73.96,0.23,25.81,4.5,32.95
,854,BC854,118.69,38.89,39.572,39.404,124.479,12.699,0.333,26.387,0.133,37.091,10.416,100.0,0.0,0.0,4.82,31.0
,855,BC855,118.49,38.72,79.6,48.921,91.426,10.313,0.499,19.366,0.118,56.326,12.174,53.21,0.46,46.33,3.11,22.18
,856,BC856,118.5,38.89,85.148,45.5,90.598,6.076,0.317,30.103,0.024,51.073,10.952,98.72,0.45,0.83,4.36,30.56
,857,BC857,118.96,38.98,70.543,24.718,124.721,10.65,0.395,24.602,0.054,29.809,10.273,25.18,0.65,74.16,5.38,28.67
,858,BC858,118.71,38.76,17.111,39.931,124.244,14.671,0.315,14.161,0.146,38.682,12.164,0.0,100.0,0.0,3.93,30.32
,859,BC859,118.78,38.98,131.083,45.997,87.406,9.658,0.394,14.161,0.187,34.011,6.25,95.79,0.06,4.14,5.39,34.89
,860,BC860,118.86,38.74,54.487,27.64,62.0,8.916,0.364,19.331,0.195,20.073,12.55,100.0,0.0,0.0,6.98,33.7
,861,BC861,118.64,38.95,87.495,34.039,103.555,9.363,0.429,24.203,0.199,25.532,12.23,76.54,3.06,20.41,3.68,20.04
,862,BC862,118.9,38.86,135.537,44.733,112.856,7.809,0.321,14.545,0.124,37.65,11.702,0.0,100.0,0.0,6.68,36.04
,863,BC863,118.72,38.84,29.857,42.26,62.384,8.235,0.455,22.694,0.148,43.091,12.087,0.01,99.99,0.0,3.74,21.0
,864,BC864,118.47,38.93,118.594,24.188,83.588,9.968,0.338,24.008,0.014,57.546,9.506,0.0,100.0,0.0,5.05,27.69
,865,BC865,118.4,38.67,84.9,31.453,80.751,6.065,0.386,27.421,0.19,18.848,11.523,0.0,100.0,0.0,8.06,32.59
,866,BC866,118.49,38.91,11.326,34.628,51.856,12.793,0.155,24.558,0.192,57.636,11.778,91.97,0.35,7.68,7.54,22.82
,867,BC867,118.61,38.98,75.23,27.748,114.747,14.764,0.422,27.669,0.199,59.377,11.682,43.83,0.49,55.68,6.71,33.18
,868,BC868,118.96,38.81,132.132,37.767,72.013,10.525,0.386,25.978,0.17,40.524,13.176,0.2,97.98,1.83,6.58,31.88
,869,BC869,118.26,38.83,48.582,45.516,126.584,11.598,0.368,16.582,0.147,23.369,11.614,100.0,0.0,0.0,6.91,25.66
,870,BC870,118.56,38.67,99.761,46.721,47.079,12.103,0.3,33.386,0.125,17.588,10.962,67.01,0.47,32.52,6.1,34.52
,871,BC871,118.5,38.83,96.62,40.769,102.491,7.12,0.239,31.655,0.055,40.91,12.024,100.0,0.0,0.0,7.67,25.07
,872,BC872,118.7,38.98,63.023,43.635,126.584,7.627,0.495,26.607,0.174,36.655,12.983,100.0,0.0,0.0,3.11,31.95
,873,BC873,118.63,38.88,11.326,42.671,59.374,9.495,0.263,27.212,0.18,20.461,11.91,50.98,15.36,33.66,6.22,32.45
,874,BC874,118.67,38.84,47.785,38.485,104.514,4.806,0.208,14.161,0.158,68.386,12.611,100.0,0.0,0.0,4.41,31.65
,875,BC875,118.69,38.9,38.393,38.849,104.77,4.806,0.516,14.161,0.161,40.063,11.975,3.39,83.97,12.64,3.58,26.44
,876,BC876,118.61,38.98,59.203,30.99,42.353,15.663,0.425,28.607,0.148,48.044,11.674,0.0,100.0,0.0,4.98,33.9
,877,BC877,118.87,38.98,76.109,24.723,113.848,10.289,0.298,25.843,0.184,37.056,12.584,98.16,0.37,1.47,7.03,21.41
,878,BC878,118.6,38.67,11.326,37.905,95.425,12.299,0.448,21.279,0.083,33.15,12.3,68.16,26.66,5.18,7.99,29.41
,879,BC879,118.95,38.74,31.847,44.874,90.014,7.437,0.481,18.035,0.106,36.02,10.471,0.0,100.0,0.0,4.39,21.85
,880,BC880,118.55,38.76,13.798,25.119,126.584,4.806,0.178,32.66,0.184,18.621,12.846,100.0,0.0,0.0,4.6,28.31
,881,BC881,118.99,38.71,110.975,49.608,124.053,14.722,0.463,23.686,0.073,37.415,12.019,0.0,100.0,0.0,6.93,29.86
,882,BC882,118.79,38.89,38.623,17.159,119.644,8.827,0.442,19.523,0.168,17.495,10.112,2.62,0.85,96.52,2.57,20.93
,883,BC883,118.26,38.92,128.834,49.879,96.484,10.082,0.409,23.419,0.042,28.802,11.904,100.0,0.0,0.0,7.76,34.88
,884,BC884,118.99,38.67,70.589,41.506,87.339,11.417,0.246,29.341,0.199,33.559,13.049,11.26,44.5,44.24,7.56,17.41
,885,BC885,118.48,38.88,20.753,45.146,38.652,4.806,0.421,20.326,0.079,42.759,12.625,100.0,0.0,0.0,6.98,29.52
,886,BC886,118.84,38.83,73.739,13.195,91.843,4.806,0.414,14.161,0.129,45.621,12.28,97.87,1.42,0.7,2.94,29.31
,887,BC887,118.33,38.73,86.653,11.983,111.488,14.487,0.195,30.361,0.199,63.585,13.311,6.54,87.49,5.97,4.82,32.61
,888,BC888,118.84,38.8,70.725,15.519,109.307,15.449,0.428,15.992,0.182,20.078,11.91,100.0,0.0,0.0,5.82,29.0
,889,BC889,118.26,38.82,127.767,45.716,126.095,4.806,0.261,15.953,0.095,37.323,9.61,0.0,100.0,0.0,7.94,24.47
,890,BC890,118.55,38.89,86.717,31.647,124.423,10.031,0.453,19.912,0.146,36.313,12.923,0.0,100.0,0.0,4.0,35.41
,891,BC891,118.99,38.7,20.884,18.38,109.378,15.124,0.324,30.747,0.199,26.012,12.249,0.18,66.11,33.72,3.43,29.55
,892,BC892,118.64,38.98,109.585,18.43,111.641,6.33,0.249,28.079,0.178,22.292,11.269,87.72,9.94,2.34,7.18,27.34
,893,BC893,118.72,38.87,109.326,18.719,39.221,11.348,0.21,31.471,0.124,62.877,12.029,5.15,2.5,92.35,7.21,32.07
,894,BC894,118.54,38.97,101.091,38.871,102.089,21.248,0.143,14.161,0.178,33.794,9.407,44.73,13.87,41.4,7.87,24.38
,895,BC895,118.84,38.83,109.476,16.278,103.683,4.806,0.329,16.839,0.199,48.083,12.573,89.88,0.09,10.03,6.68,25.49
,896,BC896,118.94,38.98,129.325,12.891,89.865,8.031,0.151,14.161,0.185,34.054,11.355,0.0,100.0,0.0,6.34,34.75
,897,BC897,118.5,38.68,112.89,49.879,26.979,8.714,0.49,28.69,0.18,37.805,12.53,80.06,0.24,19.7,6.16,26.5
,898,BC898,118.26,38.84,13.576,47.581,109.941,15.052,0.443,28.09,0.105,60.472,12.078,67.16,4.86,27.99,3.69,14.7
,899,BC899,118.26,38.79,48.071,3.508,84.565,6.953,0.363,25.686,0.128,53.238,12.859,0.0,100.0,0.0,5.7,28.19
,900,BC900,118.99,38.9,135.537,43.624,110.179,10.853,0.142,30.275,0.194,14.745,12.77,0.0,100.0,0.0,6.76,26.22
,901,BC901,118.77,38.97,39.456,22.599,121.297,7.425,0.35,18.251,0.143,30.078,13.007,3.7,83.05,13.26,6.77,26.87
,902,BC902,118.99,38.72,121.218,36.37,67.893,9.388,0.357,17.839,0.199,62.837,11.719,100.0,0.0,0.0,6.55,25.62
,903,BC903,118.46,38.86,36.563,36.969,122.054,4.806,0.367,17.045,0.109,54.218,12.267,97.7,0.77,1.53,4.61,35.84
,904,BC904,118.63,38.97,63.718,48.502,40.218,10.042,0.334,28.669,0.014,58.775,11.429,96.22,3.78,0.0,3.29,21.96
,905,BC905,118.48,38.68,86.745,47.865,94.849,4.806,0.316,27.58,0.153,37.639,12.126,100.0,0.0,0.0,8.05,28.77
,906,BC906,118.81,38.82,94.673,40.474,66.517,12.411,0.289,35.209,0.199,50.303,11.552,96.08,0.6,3.32,2.81,28.9
,907,BC907,118.74,38.98,51.167,37.804,126.584,7.14,0.425,19.695,0.16,44.223,12.514,38.12,0.54,61.34,8.12,36.04
,908,BC908,118.72,38.91,29.122,19.671,109.246,4.891,0.453,28.929,0.159,17.685,12.308,100.0,0.0,0.0,6.74,32.43
,909,BC909,118.52,38.72,129.406,20.181,66.173,5.114,0.188,32.745,0.034,40.614,12.103,95.62,0.19,4.19,6.54,36.04
,910,BC910,118.39,38.82,14.068,17.529,126.584,13.164,0.276,25.354,0.136,50.901,12.664,94.01,4.47,1.52,5.46,23.71
,911,BC911,118.4,38.85,36.545,38.991,93.697,10.343,0.502,14.161,0.12,64.77,11.952,60.94,0.6,38.46,6.81,20.71
,912,BC912,118.26,38.96,66.624,3.508,126.584,6.601,0.254,18.056,0.199,20.418,13.37,61.16,7.51,31.32,3.86,22.14
,913,BC913,118.9,38.96,104.657,34.911,126.584,11.962,0.147,20.477,0.149,52.482,12.825,0.0,100.0,0.0,4.25,28.32
,914,BC914,118.52,38.93,114.25,49.879,96.304,4.806,0.345,20.604,0.153,29.233,10.664,0.0,100.0,0.0,4.15,33.03
,915,BC915,118.59,38.98,21.753,49.879,27.009,16.367,0.376,14.161,0.089,58.509,11.488,0.0,100.0,0.0,8.23,32.78
,916,BC916,118.66,38.81,95.217,43.254,119.641,8.526,0.117,14.161,0.198,52.063,11.762,87.27,0.18,12.55,5.8,22.38
,917,BC917,118.91,38.83,76.932,34.552,76.344,12.747,0.437,27.607,0.086,47.568,12.186,100.0,0.0,0.0,4.02,30.58
,918,BC918,118.56,38.67,56.094,49.879,18.347,5.433,0.338,28.16,0.19,44.665,11.61,91.05,4.9,4.06,5.15,33.7
,919,BC919,118.82,38.98,66.136,35.378,126.277,4.806,0.382,16.468,0.162,45.809,12.237,0.0,99.99,0.0,4.74,32.75
,920,BC920,118.99,38.98,111.011,49.342,86.572,8.898,0.339,20.528,0.136,47.952,11.683,96.81,0.03,3.16,7.01,31.5
,921,BC921,118.39,38.98,72.884,41.01,82.464,4.806,0.486,22.301,0.123,48.584,11.657,60.2,0.72,39.08,6.58,23.09
,922,BC922,118.95,38.89,11.326,38.244,126.584,10.439,0.193,21.029,0.199,65.623,13.017,0.14,99.26,0.6,7.08,28.58
,923,BC923,118.99,38.95,11.326,38.389,59.547,10.909,0.423,24.993,0.104,39.124,12.664,45.43,54.57,0.0,4.83,18.43
,924,BC924,118.96,38.7,48.107,24.637,126.584,5.722,0.46,22.672,0.053,20.152,12.805,98.7,0.36,0.94,4.26,27.3
,925,BC925,118.43,38.91,86.225,47.238,79.817,4.806,0.255,27.144,0.062,53.149,11.655,96.19,1.07,2.74,4.99,27.51
,926,BC926,118.58,38.71,71.548,41.138,103.167,12.932,0.311,22.242,0.199,31.735,9.734,73.15,0.41,26.44,3.81,28.67
,927,BC927,118.99,38.83,99.938,48.485,83.14,10.112,0.37,33.946,0.112,25.496,11.286,99.99,0.01,0.0,6.76,30.3
,928,BC928,118.73,38.87,76.884,42.92,96.763,11.22,0.409,26.637,0.014,37.179,10.225,100.0,0.0,0.0,7.59,35.76
,929,BC929,118.26,38.67,96.734,44.805,126.584,12.937,0.152,23.392,0.02,50.409,11.799,100.0,0.0,0.0,3.66,28.16
,930,BC930,118.77,38.83,90.43,47.799,50.623,14.571,0.257,18.833,0.199,43.934,12.341,100.0,0.0,0.0,2.89,21.84
,931,BC931,118.84,38.71,123.566,46.51,40.522,4.806,0.498,18.558,0.189,37.9,9.24,0.44,16.49,83.07,2.22,27.4
,932,BC932,118.84,38.93,57.726,36.123,126.584,6.134,0.091,33.204,0.153,33.334,10.407,0.0,100.0,0.0,2.92,25.02
,933,BC933,118.99,38.91,135.537,46.529,126.584,5.182,0.413,15.016,0.154,49.587,12.251,10.66,66.11,23.22,6.76,22.66
,934,BC934,118.99,38.98,42.984,17.311,109.527,12.671,0.283,27.703,0.032,55.649,13.37,63.23,27.59,9.17,6.96,23.79
,935,BC935,118.45,38.8,102.026,38.324,126.584,4.806,0.475,23.899,0.176,68.232,6.25,98.6,0.21,1.19,7.52,22.72
,936,BC936,118.26,38.72,41.032,49.879,126.584,4.806,0.4,23.293,0.17,51.911,11.576,0.02,99.98,0.0,4.27,31.4
,937,BC937,118.77,38.81,132.185,41.012,108.605,7.683,0.281,17.09,0.16,62.125,12.468,100.0,0.0,0.0,6.74,27.85
,938,BC938,118.92,38.81,81.21,44.968,58.835,7.743,0.329,27.452,0.084,60.617,12.358,96.67,0.86,2.47,3.54,25.03
,939,BC939,118.91,38.75,70.477,40.897,62.94,5.411,0.399,31.401,0.181,18.114,12.131,0.0,99.99,0.01,2.63,31.43
,940,BC940,118.26,38.78,67.535,21.265,123.306,15.683,0.239,28.508,0.056,58.032,9.599,85.77,1.1,13.14,8.23,32.16
,941,BC941,118.26,38.82,103.715,39.837,123.014,11.143,0.367,32.272,0.147,46.506,10.177,81.28,15.15,3.57,7.61,28.39
,942,BC942,118.99,38.74,78.237,49.879,87.856,13.042,0.414,14.848,0.194,49.444,11.843,0.0,100.0,0.0,7.04,21.81
,943,BC943,118.68,38.96,114.763,44.243,126.584,9.68,0.488,30.731,0.199,36.614,12.38,0.0,100.0,0.0,3.82,28.74
,944,BC944,118.99,38.69,104.173,49.879,126.226,8.065,0.465,19.484,0.151,29.948,12.064,0.0,100.0,0.0,5.3,28.84
,945,BC945,118.76,38.79,15.359,40.705,126.584,6.977,0.191,25.104,0.025,24.498,9.418,58.45,0.36,41.19,6.6,34.73
,946,BC946,118.52,38.83,58.448,39.666,53.844,8.172,0.181,25.975,0.172,24.843,12.295,99.41,0.05,0.53,4.72,28.1
,947,BC947,118.26,38.67,116.672,8.952,109.162,13.575,0.165,19.232,0.184,60.617,10.801,5.55,27.44,67.02,4.53,27.63
,948,BC948,118.26,38.95,88.677,45.819,98.995,17.127,0.388,28.646,0.017,37.263,10.468,0.0,100.0,0.0,6.75,25.69
,949,BC949,118.98,38.87,16.212,22.935,120.286,7.788,0.394,21.407,0.091,46.856,12.49,10.08,34.3,55.62,7.43,21.75
,950,BC950,118.99,38.98,82.63,44.017,100.946,9.095,0.423,17.19,0.128,56.625,11.533,100.0,0.0,0.0,3.69,29.59
,951,BC951,118.81,38.83,101.081,49.879,56.847,9.924,0.366,33.643,0.193,51.174,12.026,96.77,0.34,2.88,1.4,29.85
,952,BC952,118.95,38.83,116.622,40.223,126.584,11.101,0.092,23.041,0.173,61.883,12.159,35.55,20.23,44.21,6.95,21.43
,953,BC953,118.7,38.92,52.39,42.256,106.927,11.183,0.449,22.981,0.075,24.523,13.099,40.39,11.29,48.33,4.41,22.91
,954,BC954,118.91,38.74,41.881,46.672,78.681,8.568,0.282,18.683,0.174,58.303,12.197,90.43,0.85,8.72,6.95,24.32
,955,BC955,118.99,38.8,70.709,12.655,118.859,10.828,0.372,30.27,0.177,45.582,12.785,100.0,0.0,0.0,7.63,34.06
,956,BC956,118.5,38.77,118.729,33.951,126.584,12.971,0.157,33.735,0.105,7.529,12.574,83.29,16.71,0.0,5.2,32.83
,957,BC957,118.26,38.71,22.49,39.665,100.223,10.725,0.04,22.213,0.014,40.086,11.499,100.0,0.0,0.0,4.0,25.88
,958,BC958,118.44,38.85,66.254,44.172,100.755,6.719,0.209,32.093,0.056,42.121,12.263,0.0,100.0,0.0,3.56,31.66
,959,BC959,118.75,38.98,48.125,8.961,126.584,9.058,0.186,21.287,0.155,39.619,8.144,99.33,0.02,0.66,3.13,30.99
,960,BC960,118.76,38.98,93.204,40.577,92.514,9.964,0.38,25.155,0.075,43.695,10.597,87.03,0.11,12.85,2.95,26.66
,961,BC961,118.79,38.97,114.388,49.879,23.704,4.806,0.297,15.984,0.143,31.354,11.567,100.0,0.0,0.0,6.26,29.22
,962,BC962,118.26,38.93,108.311,39.315,123.306,15.927,0.345,34.822,0.098,54.502,11.4,34.37,38.09,27.54,6.54,21.17
,963,BC963,118.35,38.95,11.326,47.5,119.691,13.829,0.339,28.118,0.173,46.24,10.629,0.0,100.0,0.0,2.58,30.8
,964,BC964,118.63,38.98,60.528,35.994,126.584,12.272,0.424,22.017,0.12,54.246,12.668,64.06,9.19,26.75,5.62,32.72
,965,BC965,118.99,38.93,124.638,37.745,102.499,18.262,0.181,17.297,0.199,46.374,12.872,0.0,100.0,0.0,6.43,27.76
,966,BC966,118.32,38.98,68.995,28.934,107.822,5.515,0.255,24.235,0.078,45.897,13.301,0.0,100.0,0.0,7.49,25.52
,967,BC967,118.81,38.67,106.358,35.71,36.762,9.27,0.275,29.65,0.19,20.656,12.095,98.29,0.73,0.98,7.53,31.45
,968,BC968,118.31,38.89,35.059,35.085,42.596,12.302,0.44,14.161,0.153,34.122,9.7,0.0,100.0,0.0,6.84,33.72
