station,sample number,longitude (° E),latitude (°N),Cr(mg/kg),Cu(mg/kg),Zn(mg/kg),As(mg/kg),Cd(mg/kg),Pb(mg/kg),Hg(mg/kg),Ni(mg/kg),Al2O3 (%),clay (%),silt (%),sand (%),"mean grain size(Mz, Φ)",water depth (m)
789,BC789,118.85,38.87,120.689,43.175,117.027,14.551,0.04,31.022,0.148,36.53,12.147,40.96,59.04,0.0,4.42,31.49
790,BC790,118.79,38.9,45.428,32.872,74.539,11.095,0.04,25.499,0.179,41.588,12.011,0.52,0.88,98.6,3.04,26.2
791,BC791,118.6,38.72,135.003,49.735,126.391,22.356,0.04,33.356,0.088,38.477,12.717,99.6,0.01,0.39,7.55,29.67
792,BC792,118.64,38.74,123.162,49.724,123.842,16.207,0.04,31.607,0.153,49.97,12.915,37.23,62.77,0.0,7.49,30.52
793,BC793,118.63,38.97,94.812,37.118,113.055,6.775,0.04,29.425,0.176,40.264,13.28,0.0,100.0,0.0,7.96,26.78
794,BC794,118.86,38.91,45.297,39.422,39.758,14.399,0.04,24.561,0.11,24.757,11.896,0.53,0.97,98.5,1.58,29.59
795,BC795,118.44,38.97,110.821,49.084,115.377,17.816,0.04,30.806,0.17,30.953,11.911,41.22,58.78,0.0,3.24,25.04
796,BC796,118.83,38.74,101.854,46.25,76.116,13.25,0.04,26.844,0.093,62.721,12.07,1.45,0.91,97.64,6.66,27.42
797,BC797,118.33,38.78,132.154,49.12,121.285,20.324,0.04,29.268,0.193,56.063,12.868,45.61,54.39,0.0,8.22,26.79
798,BC798,118.56,38.97,37.028,41.905,29.761,16.113,0.04,22.707,0.168,13.945,9.763,0.52,0.88,98.6,1.43,20.19
799,BC799,118.63,38.98,23.49,10.831,22.629,8.059,0.04,18.589,0.165,25.745,9.827,0.56,1.0,98.44,4.76,24.78
800,BC800,118.5,38.75,54.615,40.168,51.579,13.04,0.04,30.86,0.154,37.124,11.69,97.97,0.02,2.01,6.07,18.83
801,BC801,118.64,38.87,62.853,32.784,81.06,13.126,0.04,24.712,0.122,17.158,10.931,0.52,0.88,98.6,2.23,28.85
802,BC802,118.82,38.86,110.397,46.19,122.028,11.429,0.04,27.364,0.106,26.602,11.123,0.52,0.88,98.6,6.51,27.28
803,BC803,118.86,38.87,103.753,24.682,97.923,10.742,0.04,24.216,0.197,22.804,9.347,0.52,0.88,98.6,1.51,23.77
804,BC804,118.86,38.82,56.642,35.538,65.025,16.68,0.04,25.35,0.105,32.481,11.539,0.56,0.92,98.51,3.67,24.83
805,BC805,118.27,38.88,123.883,44.372,116.111,19.616,0.04,32.862,0.172,51.36,12.594,99.98,0.02,0.0,8.23,27.14
806,BC806,118.85,38.92,113.039,34.426,117.04,15.936,0.04,30.13,0.143,50.625,12.458,0.53,0.9,98.57,7.81,20.81
807,BC807,118.84,38.97,74.59,20.819,75.27,9.542,0.04,28.328,0.17,21.462,11.055,0.53,0.88,98.6,4.05,29.1
808,BC808,118.26,38.74,129.686,46.69,121.542,20.832,0.04,33.158,0.122,56.757,12.72,40.95,59.05,0.0,7.75,21.77
809,BC809,118.73,38.67,76.211,7.794,53.079,13.302,0.04,25.403,0.13,30.493,10.986,0.0,100.0,0.0,3.2,21.01
810,BC810,118.89,38.72,105.175,47.975,121.579,15.717,0.04,33.627,0.093,35.343,12.528,8.22,31.08,60.7,6.88,30.66
811,BC811,118.77,38.92,67.354,49.386,84.06,16.639,0.04,24.867,0.194,35.803,10.48,0.52,0.88,98.6,5.39,25.21
812,BC812,118.51,38.93,134.819,49.663,125.826,14.875,0.04,32.027,0.089,48.655,12.89,40.95,59.05,0.0,8.23,25.92
813,BC813,118.77,38.84,27.525,29.89,22.761,15.905,0.04,24.757,0.134,14.314,11.659,77.15,22.85,0.0,2.89,23.41
814,BC814,118.76,38.96,69.377,38.787,64.58,7.846,0.04,23.912,0.121,46.323,12.101,99.6,0.4,0.0,3.35,29.52
815,BC815,118.45,38.82,71.52,32.425,63.605,7.731,0.04,27.354,0.192,30.662,11.519,0.53,0.88,98.6,4.46,21.55
816,BC816,118.64,38.82,77.294,18.375,80.006,18.555,0.04,28.417,0.134,44.3,12.005,0.53,1.19,98.28,6.57,26.63
817,BC817,118.78,38.91,45.935,5.373,26.763,6.748,0.04,23.307,0.148,28.015,11.839,1.48,0.9,97.62,2.01,32.8
818,BC818,118.66,38.81,110.886,46.714,103.746,14.735,0.04,27.882,0.195,29.934,11.629,41.48,58.52,0.0,6.66,20.45
819,BC819,118.62,38.76,21.528,22.484,22.263,12.226,0.04,24.43,0.187,30.313,11.959,0.52,0.88,98.6,1.51,19.72
820,BC820,118.84,38.96,54.773,21.433,39.855,7.592,0.04,18.774,0.18,25.424,11.04,0.0,99.84,0.16,1.86,23.82
821,BC821,118.57,38.93,116.441,49.078,123.051,10.788,0.04,30.816,0.198,46.612,13.273,40.84,59.16,0.0,8.17,28.27
822,BC822,118.92,38.91,82.607,10.647,79.652,12.365,0.04,27.175,0.103,34.668,11.761,0.52,0.88,98.6,5.95,30.4
823,BC823,118.48,38.71,68.777,31.232,95.39,14.22,0.04,27.603,0.191,41.035,12.249,30.89,69.11,0.0,7.48,33.17
824,BC824,118.86,38.78,31.176,6.167,28.185,10.027,0.04,26.169,0.178,18.115,11.528,0.52,0.88,98.6,4.6,24.59
825,BC825,118.89,38.89,32.879,15.29,34.257,9.654,0.04,19.963,0.115,12.395,9.413,0.52,0.88,98.6,1.42,18.9
826,BC826,118.97,38.8,15.265,19.05,18.865,12.617,0.04,19.531,0.135,15.67,9.262,0.52,0.88,98.6,1.4,26.17
827,BC827,118.62,38.73,131.167,49.012,125.841,14.28,0.04,33.127,0.159,65.145,13.158,40.95,59.05,0.0,8.23,28.2
828,BC828,118.68,38.77,39.244,31.21,33.921,8.901,0.04,22.987,0.143,32.909,12.04,0.0,100.0,0.0,4.94,23.34
829,BC829,118.51,38.71,125.127,41.194,123.638,18.811,0.04,31.492,0.192,54.416,12.823,2.07,96.04,1.89,8.16,30.68
830,BC830,118.65,38.74,61.658,18.648,58.584,9.942,0.04,24.215,0.191,12.687,9.81,0.52,0.88,98.6,3.23,17.9
831,BC831,118.4,38.76,90.546,41.769,101.239,17.543,0.04,28.428,0.069,40.152,13.031,0.53,1.0,98.47,7.32,30.29
832,BC832,118.65,38.91,94.886,37.207,70.614,17.295,0.04,33.668,0.126,44.759,12.826,0.53,0.88,98.6,8.22,27.44
833,BC833,118.29,38.93,100.935,20.059,82.059,18.387,0.04,29.867,0.065,26.218,12.029,52.25,47.75,0.0,8.23,20.92
834,BC834,118.33,38.74,116.244,49.438,117.835,12.921,0.04,33.069,0.128,84.345,13.116,70.24,29.76,0.0,8.05,30.69
835,BC835,118.49,38.67,99.649,40.037,103.287,19.948,0.04,32.363,0.054,37.413,12.324,39.28,60.72,0.0,8.18,21.6
836,BC836,118.7,38.68,133.136,49.863,126.56,25.446,0.04,34.936,0.161,64.385,12.731,0.0,100.0,0.0,8.16,25.02
837,BC837,118.79,38.77,72.548,43.821,62.582,16.149,0.04,31.72,0.132,60.696,12.603,0.13,98.79,1.08,6.19,26.3
838,BC838,118.41,38.73,118.683,48.731,125.709,19.519,0.04,33.669,0.148,65.241,12.573,0.0,100.0,0.0,5.38,26.01
839,BC839,118.92,38.9,90.885,36.689,101.519,12.87,0.04,31.347,0.18,43.59,12.208,99.7,0.3,0.0,8.12,28.7
840,BC840,118.75,38.71,83.915,39.387,59.795,12.932,0.04,24.669,0.063,33.053,11.185,0.53,18.05,81.42,1.68,27.45
841,BC841,118.82,38.96,19.93,33.349,20.85,5.542,0.04,19.064,0.174,28.767,12.437,0.56,0.88,98.57,5.66,24.32
842,BC842,118.54,38.82,15.811,8.747,19.956,9.947,0.04,23.787,0.173,40.873,12.152,24.35,0.74,74.91,8.1,27.04
843,BC843,118.61,38.76,129.025,47.777,125.768,9.795,0.04,22.473,0.155,49.238,12.361,40.96,59.04,0.0,8.23,25.49
844,BC844,118.66,38.84,37.224,5.426,33.502,15.691,0.04,26.335,0.152,19.547,8.994,40.95,59.05,0.0,5.83,25.92
845,BC845,118.7,38.91,129.449,41.51,125.716,14.499,0.04,28.194,0.12,37.129,12.14,0.54,0.88,98.58,4.42,22.77
846,BC846,118.8,38.85,23.595,4.142,22.847,11.21,0.04,18.032,0.071,15.522,7.546,0.52,0.88,98.6,2.3,18.26
847,BC847,118.84,38.82,104.662,39.534,98.402,12.515,0.04,29.228,0.092,36.977,12.672,88.2,11.77,0.03,6.48,19.85
848,BC848,118.78,38.93,14.695,3.569,18.789,6.9,0.04,21.385,0.164,16.079,10.532,0.01,99.99,0.0,6.53,16.51
849,BC849,118.61,38.83,56.521,15.206,50.074,10.349,0.04,22.829,0.059,37.175,11.95,0.0,100.0,0.0,2.22,29.42
850,BC850,118.64,38.85,59.291,38.16,80.667,9.845,0.04,27.018,0.155,35.106,12.837,99.46,0.54,0.0,8.18,24.31
851,BC851,118.93,38.91,105.106,4.86,89.876,8.916,0.04,23.201,0.178,15.164,10.052,0.27,77.22,22.51,2.46,21.01
852,BC852,118.98,38.92,83.483,36.153,96.569,11.142,0.04,28.1,0.148,24.542,10.7,0.82,2.5,96.68,2.08,21.6
853,BC853,118.73,38.82,50.01,20.817,35.912,9.708,0.04,20.939,0.185,18.229,8.287,0.52,0.88,98.6,1.41,30.5
854,BC854,118.45,38.88,125.604,46.416,124.384,11.681,0.04,25.39,0.096,45.831,12.779,0.52,0.88,98.6,2.59,30.13
855,BC855,118.47,38.88,114.542,46.833,122.976,12.348,0.04,30.886,0.175,60.407,13.044,40.95,59.05,0.0,8.23,20.0
856,BC856,118.91,38.86,63.167,18.253,77.276,17.479,0.04,25.493,0.085,45.956,11.687,0.53,0.88,98.6,6.79,29.27
857,BC857,118.57,38.71,131.666,45.63,115.692,18.945,0.04,33.589,0.147,61.211,13.346,40.29,59.71,0.0,8.08,23.15
858,BC858,118.33,38.88,110.287,43.306,102.872,12.231,0.04,27.98,0.177,35.313,12.554,70.43,0.43,29.14,7.17,27.42
859,BC859,118.48,38.72,131.941,49.502,125.564,15.357,0.04,32.346,0.09,43.821,12.548,40.95,59.05,0.0,6.76,25.84
860,BC860,118.79,38.9,99.641,44.769,102.292,16.243,0.04,31.735,0.088,33.562,12.268,0.52,0.88,98.6,7.26,29.01
861,BC861,118.44,38.78,44.762,32.658,27.983,14.006,0.04,23.153,0.133,27.553,11.135,0.52,0.88,98.6,7.66,35.71
862,BC862,118.84,38.83,106.077,26.219,106.573,13.137,0.04,29.777,0.07,36.041,11.997,66.58,33.41,0.01,8.21,22.52
863,BC863,118.28,38.67,134.355,49.281,123.632,15.157,0.04,34.036,0.027,67.636,13.028,40.95,59.05,0.0,8.23,25.24
864,BC864,118.78,38.8,98.155,39.877,104.294,12.035,0.04,31.128,0.149,48.296,12.185,0.52,0.88,98.6,7.78,29.09
865,BC865,118.71,38.95,33.847,6.545,29.094,11.814,0.04,25.475,0.177,21.958,10.19,0.53,4.53,94.94,1.88,20.14
866,BC866,118.85,38.89,31.821,4.7,29.059,15.101,0.04,20.058,0.104,15.314,9.056,0.53,0.88,98.59,2.0,30.75
867,BC867,118.69,38.81,14.077,4.581,18.545,12.043,0.04,19.82,0.179,25.874,9.17,17.25,82.75,0.0,2.32,24.57
868,BC868,118.94,38.97,65.478,23.687,54.695,11.351,0.04,18.877,0.179,30.153,9.215,100.0,0.0,0.0,8.12,25.87
869,BC869,118.88,38.85,81.285,48.836,76.136,14.891,0.04,26.592,0.183,42.918,10.841,0.52,0.88,98.6,2.67,30.0
870,BC870,118.27,38.88,125.474,45.933,119.524,11.549,0.04,31.672,0.082,47.28,12.986,40.98,59.02,0.0,8.22,25.62
871,BC871,118.82,38.88,72.73,45.788,79.851,13.662,0.04,28.353,0.067,21.816,11.371,0.52,0.88,98.6,1.64,24.36
872,BC872,118.71,38.77,59.869,24.316,53.073,12.099,0.04,28.039,0.116,35.684,11.644,2.16,97.84,0.0,3.51,25.14
873,BC873,118.87,38.92,114.531,46.206,108.544,13.95,0.04,28.684,0.16,40.522,11.56,2.9,63.95,33.16,5.73,29.04
874,BC874,118.32,38.74,83.035,36.009,100.345,7.562,0.04,28.914,0.156,38.16,12.903,0.0,99.94,0.06,1.62,23.87
875,BC875,118.54,38.83,115.924,24.889,103.561,19.626,0.04,32.061,0.184,46.131,11.619,69.24,0.31,30.45,8.22,23.8
876,BC876,118.48,38.81,124.646,45.943,119.304,14.995,0.04,31.876,0.089,62.8,12.884,99.99,0.0,0.01,8.23,30.09
877,BC877,118.98,38.89,46.455,8.2,34.108,13.838,0.04,24.349,0.089,25.883,11.663,41.04,58.96,0.0,5.49,30.0
878,BC878,118.96,38.96,85.983,31.201,112.982,16.465,0.04,22.275,0.142,25.616,11.175,0.52,0.88,98.6,3.14,29.67
879,BC879,118.89,38.92,28.371,20.008,31.725,10.649,0.04,22.245,0.149,23.412,8.761,0.52,0.88,98.6,3.26,26.84
880,BC880,118.89,38.92,74.603,24.466,54.207,16.753,0.04,27.852,0.188,37.74,11.67,99.65,0.03,0.32,6.87,21.24
881,BC881,118.86,38.89,119.228,49.471,121.798,12.966,0.04,30.896,0.185,56.051,13.017,53.25,46.75,0.0,8.23,31.73
882,BC882,118.57,38.8,76.916,23.849,76.309,20.816,0.04,28.767,0.149,22.715,11.032,0.52,0.88,98.6,1.42,22.57
883,BC883,118.97,38.91,105.089,49.678,99.743,12.395,0.04,21.77,0.132,33.145,11.619,100.0,0.0,0.0,8.18,29.07
884,BC884,118.58,38.76,133.478,49.872,126.059,14.224,0.04,30.845,0.101,66.539,12.691,23.8,76.2,0.0,6.14,26.92
885,BC885,118.87,38.76,32.705,44.337,24.882,11.707,0.04,26.555,0.04,44.638,12.002,1.27,1.23,97.5,3.65,26.45
886,BC886,118.83,38.94,101.074,46.73,101.986,12.167,0.04,24.324,0.189,45.327,11.729,0.52,0.88,98.6,4.37,24.07
887,BC887,118.27,38.84,68.738,28.854,46.494,20.081,0.04,31.41,0.131,41.007,12.148,100.0,0.0,0.0,7.95,22.86
888,BC888,118.68,38.92,133.488,44.359,126.413,12.815,0.04,29.712,0.188,33.565,12.181,100.0,0.0,0.0,1.65,28.47
889,BC889,118.88,38.88,128.339,48.598,125.992,11.291,0.04,29.243,0.174,44.787,12.738,59.91,21.41,18.67,8.23,22.0
890,BC890,118.79,38.81,116.573,49.737,123.771,12.289,0.04,28.425,0.116,43.087,12.17,40.8,59.2,0.0,3.17,19.62
891,BC891,118.98,38.87,47.23,13.571,55.393,12.179,0.04,25.86,0.143,16.038,11.468,0.52,0.88,98.6,2.54,26.54
892,BC892,118.74,38.81,127.363,20.081,118.903,14.203,0.04,27.419,0.122,27.212,12.121,99.98,0.0,0.02,4.05,28.41
893,BC893,118.99,38.98,32.845,4.88,21.141,6.239,0.04,15.539,0.13,13.685,9.228,0.52,0.88,98.6,1.85,24.68
894,BC894,118.94,38.97,20.07,3.869,24.091,7.566,0.04,15.362,0.198,14.096,8.886,0.52,0.88,98.6,1.43,22.59
895,BC895,118.87,38.95,43.693,32.808,54.342,11.264,0.04,26.555,0.114,34.615,10.068,55.86,0.41,43.73,6.35,23.62
896,BC896,118.94,38.89,122.688,48.843,123.234,11.125,0.04,29.224,0.14,65.487,13.071,0.54,0.89,98.58,2.38,29.96
897,BC897,118.49,38.86,123.754,44.222,115.325,10.938,0.04,29.037,0.13,40.658,12.721,0.52,0.88,98.6,4.41,28.4
898,BC898,118.55,38.96,71.215,15.881,84.008,10.626,0.04,21.79,0.153,20.451,10.693,0.52,0.88,98.6,1.41,31.56
899,BC899,118.42,38.77,134.758,39.837,126.215,19.052,0.04,33.264,0.141,69.301,12.713,40.95,59.05,0.0,8.23,20.54
900,BC900,118.81,38.71,68.932,42.558,94.449,12.077,0.04,27.082,0.133,35.05,12.122,18.5,81.5,0.0,7.45,23.11
901,BC901,118.87,38.88,79.591,38.766,62.826,13.119,0.04,26.421,0.15,28.926,11.273,0.53,0.89,98.58,3.89,26.98
902,BC902,118.92,38.88,105.02,42.996,119.184,17.498,0.04,23.418,0.027,32.293,10.509,100.0,0.0,0.0,7.79,24.16
903,BC903,118.45,38.84,134.27,42.67,126.221,21.688,0.04,32.574,0.185,62.469,12.622,46.61,53.39,0.0,8.2,27.62
904,BC904,118.37,38.77,102.626,44.802,100.248,16.251,0.04,30.109,0.122,33.856,11.396,0.52,0.88,98.6,8.09,16.0
905,BC905,118.75,38.86,71.328,30.706,52.849,16.117,0.04,28.103,0.122,56.077,11.713,2.95,0.87,96.17,5.36,29.24
906,BC906,118.28,38.71,99.787,27.986,105.321,16.279,0.04,31.408,0.121,37.778,11.987,5.17,94.83,0.0,7.99,22.92
907,BC907,118.71,38.69,134.329,49.868,126.169,17.532,0.04,31.435,0.193,79.425,12.804,40.95,59.05,0.0,7.84,31.54
908,BC908,118.78,38.89,133.932,48.781,126.43,19.433,0.04,34.375,0.131,42.832,12.504,52.91,47.09,0.0,7.98,28.35
909,BC909,118.9,38.81,118.187,38.77,122.595,14.83,0.04,27.937,0.185,29.971,10.739,69.79,0.9,29.3,5.7,27.5
910,BC910,118.39,38.79,133.076,38.229,126.44,17.0,0.04,29.59,0.072,51.147,12.761,37.67,62.33,0.0,3.98,25.21
911,BC911,118.69,38.81,71.778,43.878,87.045,18.953,0.04,31.366,0.168,25.018,10.779,1.39,9.81,88.8,3.61,28.29
912,BC912,118.58,38.84,128.56,49.54,125.749,16.776,0.04,29.788,0.085,56.338,12.789,40.93,59.07,0.0,7.34,23.36
913,BC913,118.79,38.88,86.776,23.187,58.853,17.098,0.04,31.005,0.094,21.486,11.095,0.52,0.88,98.6,2.32,25.94
914,BC914,118.65,38.8,126.687,16.527,108.374,7.666,0.04,22.174,0.109,58.019,12.536,0.01,99.98,0.01,8.07,20.49
915,BC915,118.4,38.78,123.098,30.943,108.617,11.309,0.04,27.689,0.135,33.028,11.372,0.84,1.08,98.08,3.17,21.13
916,BC916,118.34,38.92,94.679,31.959,88.955,19.85,0.04,32.006,0.066,19.628,10.622,0.39,99.5,0.11,6.76,20.93
917,BC917,118.57,38.86,110.266,33.279,99.679,16.084,0.04,29.174,0.147,31.122,12.377,8.5,0.97,90.53,8.22,24.29
918,BC918,118.46,38.84,134.382,45.948,125.975,14.703,0.04,32.184,0.109,45.369,12.615,40.94,59.06,0.0,6.14,21.06
919,BC919,118.81,38.79,73.001,38.692,78.313,10.764,0.04,22.332,0.077,21.295,11.522,0.53,0.88,98.6,5.52,28.36
920,BC920,118.49,38.81,101.475,49.753,117.254,16.972,0.04,28.413,0.192,65.083,12.331,0.0,100.0,0.0,5.13,21.03
921,BC921,118.92,38.93,30.996,22.065,38.592,8.435,0.04,20.537,0.181,14.457,9.465,0.54,0.89,98.57,5.47,19.9
922,BC922,118.67,38.8,107.581,14.755,97.967,12.489,0.04,27.761,0.188,28.641,11.907,46.11,53.89,0.0,7.15,26.48
923,BC923,118.69,38.93,96.146,47.469,102.502,12.482,0.04,30.482,0.13,43.257,12.935,3.47,3.61,92.93,8.22,29.29
924,BC924,118.75,38.73,66.097,38.865,56.961,10.009,0.04,20.654,0.179,27.354,11.732,30.23,69.77,0.0,5.96,28.79
925,BC925,118.26,38.73,124.5,25.545,87.651,11.788,0.04,27.586,0.182,29.615,12.809,100.0,0.0,0.0,8.23,23.89
926,BC926,118.89,38.7,135.533,49.879,126.584,16.326,0.04,34.416,0.113,65.53,13.287,5.64,94.36,0.0,7.48,27.52
927,BC927,118.62,38.86,135.142,49.825,126.582,18.02,0.04,33.717,0.114,60.277,13.065,0.0,100.0,0.0,7.73,22.46
928,BC928,118.45,38.97,93.739,40.343,100.012,11.733,0.04,31.476,0.193,31.526,11.703,0.53,0.88,98.59,7.38,26.52
929,BC929,118.41,38.75,118.676,15.823,99.418,14.505,0.04,28.05,0.142,41.664,12.053,44.41,55.59,0.0,8.19,24.57
930,BC930,118.53,38.73,125.191,41.388,122.539,18.27,0.04,33.143,0.08,46.399,12.346,0.98,4.0,95.02,8.2,29.83
931,BC931,118.7,38.85,12.363,3.548,18.47,10.807,0.04,16.11,0.149,9.755,6.305,0.52,0.88,98.6,2.02,23.8
932,BC932,118.33,38.7,132.268,49.866,124.579,19.925,0.04,33.691,0.097,88.352,13.083,40.95,59.05,0.0,8.23,24.0
933,BC933,118.41,38.89,110.478,34.566,102.457,11.188,0.04,29.285,0.173,31.703,12.546,0.0,100.0,0.0,4.76,29.18
934,BC934,118.43,38.91,40.294,23.576,24.533,12.481,0.04,27.06,0.135,27.409,11.84,0.56,0.88,98.57,2.53,19.59
935,BC935,118.44,38.81,104.889,30.445,109.46,16.49,0.04,32.118,0.15,56.193,12.585,0.0,100.0,0.0,2.11,25.66
936,BC936,118.53,38.68,131.029,39.762,125.676,18.688,0.04,31.771,0.133,52.522,12.814,36.89,63.11,0.0,8.22,27.18
937,BC937,118.83,38.98,77.996,17.178,73.142,12.112,0.04,21.595,0.154,22.289,11.191,7.68,92.32,0.0,1.59,22.36
938,BC938,118.48,38.85,118.291,43.299,117.722,15.567,0.04,30.298,0.175,40.562,12.051,0.04,99.96,0.0,7.42,22.85
939,BC939,118.33,38.77,114.022,29.187,92.987,12.52,0.04,26.051,0.177,28.659,11.626,40.84,59.16,0.0,5.54,22.21
940,BC940,118.74,38.8,99.627,46.2,98.04,11.549,0.04,29.729,0.182,51.637,12.019,0.52,0.88,98.6,7.19,25.52
941,BC941,118.28,38.73,19.44,34.433,24.842,14.403,0.04,20.885,0.19,45.614,12.644,40.44,59.56,0.0,8.0,24.58
942,BC942,118.81,38.89,98.773,35.596,109.839,14.636,0.04,29.618,0.151,36.237,12.63,28.6,71.4,0.0,7.89,32.7
943,BC943,118.88,38.84,14.392,3.72,18.464,11.367,0.04,21.496,0.143,11.688,9.876,0.97,0.87,98.16,6.49,22.71
944,BC944,118.85,38.97,18.792,15.525,21.405,10.229,0.04,21.568,0.027,10.88,9.724,0.52,0.88,98.6,2.72,20.27
945,BC945,118.61,38.91,24.054,13.191,19.008,9.1,0.04,20.34,0.101,19.838,11.312,0.55,0.88,98.57,1.46,28.55
946,BC946,118.83,38.91,92.394,33.743,105.642,10.254,0.04,25.992,0.183,51.52,12.417,0.0,99.84,0.16,6.54,30.49
947,BC947,118.97,38.86,120.811,37.213,118.671,14.876,0.04,28.592,0.133,22.913,10.634,100.0,0.0,0.0,7.7,25.26
948,BC948,118.36,38.71,129.227,32.982,119.992,14.992,0.04,31.701,0.039,44.616,13.007,40.95,59.05,0.0,8.23,19.31
949,BC949,118.57,38.76,76.914,31.585,92.513,7.235,0.04,18.027,0.063,37.167,12.339,0.52,0.88,98.6,3.3,26.06
950,BC950,118.54,38.78,62.094,9.138,40.072,13.055,0.04,26.287,0.047,18.744,10.109,41.0,59.0,0.0,5.98,33.02
951,BC951,118.66,38.74,23.933,5.058,19.274,8.854,0.04,23.629,0.117,18.785,9.946,0.52,0.88,98.6,5.19,20.1
952,BC952,118.5,38.75,133.409,49.507,126.286,20.926,0.04,34.328,0.032,68.962,13.184,0.0,100.0,0.0,1.77,24.23
953,BC953,118.28,38.8,134.981,49.739,126.506,17.05,0.04,32.813,0.178,78.232,12.906,40.95,59.05,0.0,8.19,28.25
954,BC954,118.71,38.9,41.674,13.619,29.832,7.414,0.04,18.189,0.195,12.256,8.568,2.36,0.86,96.78,7.59,29.83
955,BC955,118.84,38.83,129.29,41.596,122.346,20.2,0.04,32.809,0.143,35.976,11.684,42.7,57.3,0.0,8.01,28.39
956,BC956,118.33,38.76,127.062,33.507,123.315,15.83,0.04,31.682,0.077,51.383,12.143,41.49,58.51,0.0,8.06,27.9
957,BC957,118.85,38.9,24.109,4.5,27.071,12.098,0.04,23.077,0.141,22.743,9.907,0.52,0.88,98.6,3.93,28.65
958,BC958,118.43,38.7,134.651,49.879,126.57,14.594,0.04,31.154,0.172,72.292,13.269,0.0,100.0,0.0,6.56,24.51
959,BC959,118.76,38.95,77.211,21.636,81.173,10.381,0.04,27.941,0.183,26.003,12.493,40.95,59.05,0.0,8.23,27.78
960,BC960,118.69,38.88,45.259,5.325,24.553,7.281,0.04,23.24,0.169,14.128,10.374,0.52,0.88,98.6,1.62,26.48
961,BC961,118.46,38.83,46.277,12.668,35.663,14.357,0.04,20.684,0.116,23.554,9.416,0.52,0.95,98.52,2.21,23.24
962,BC962,118.88,38.92,63.313,20.054,62.53,15.119,0.04,26.285,0.062,39.967,11.1,2.69,0.86,96.45,4.65,28.05
963,BC963,118.85,38.7,115.004,41.007,114.787,18.777,0.04,33.782,0.052,54.728,12.397,43.02,56.98,0.0,8.22,23.7
964,BC964,118.71,38.93,56.436,37.928,57.93,8.568,0.04,22.402,0.091,29.395,11.84,41.01,58.99,0.0,6.57,23.48
965,BC965,118.44,38.83,122.222,48.59,120.417,18.471,0.04,33.333,0.187,43.317,12.692,39.91,60.09,0.0,4.22,29.06
966,BC966,118.79,38.84,115.072,38.884,110.24,16.859,0.04,28.674,0.179,29.72,12.405,0.52,1.23,98.24,1.66,23.19
967,BC967,118.65,38.97,41.986,27.041,51.631,16.631,0.04,28.467,0.136,30.424,10.979,0.0,99.99,0.01,1.72,22.3
968,BC968,118.45,38.74,109.64,47.59,120.37,17.046,0.04,26.605,0.165,30.692,11.2,89.4,10.6,0.0,7.92,26.77
969,BC969,118.35,38.69,134.095,49.436,126.081,18.007,0.04,30.801,0.126,66.551,13.01,40.95,59.05,0.0,8.23,26.18
970,BC970,118.85,38.75,133.62,45.417,125.024,19.823,0.04,31.776,0.134,59.743,12.474,0.0,100.0,0.0,6.57,31.6
971,BC971,118.92,38.75,68.88,17.849,88.345,6.145,0.04,22.809,0.086,35.984,12.804,0.52,0.88,98.6,8.17,26.49
972,BC972,118.95,38.73,112.528,46.873,106.786,16.436,0.04,26.513,0.158,31.548,10.657,0.53,0.88,98.6,2.1,24.47
973,BC973,118.47,38.71,133.68,49.857,126.402,17.101,0.04,32.527,0.125,50.289,12.493,68.87,31.13,0.0,8.23,28.46
974,BC974,118.4,38.94,98.056,49.528,87.766,14.75,0.04,29.058,0.156,40.11,12.68,81.67,17.94,0.39,2.86,22.65
975,BC975,118.68,38.83,124.842,44.106,119.734,14.631,0.04,28.048,0.107,29.765,12.216,99.13,0.87,0.0,7.2,25.15
976,BC976,118.93,38.81,134.676,42.473,126.401,12.494,0.04,29.493,0.139,41.277,12.74,40.95,59.05,0.0,7.44,28.73
977,BC977,118.28,38.74,128.028,15.806,113.764,18.864,0.04,31.76,0.102,48.163,12.21,100.0,0.0,0.0,8.06,21.27
978,BC978,118.33,38.67,135.536,49.879,126.584,18.776,0.04,35.085,0.07,111.113,13.224,40.95,59.05,0.0,8.23,24.82
979,BC979,118.81,38.94,14.683,8.374,20.405,5.059,0.04,17.12,0.126,18.813,9.48,7.11,92.89,0.0,1.87,18.5
980,BC980,118.79,38.89,43.731,15.977,34.236,14.161,0.04,25.233,0.192,25.839,11.264,0.57,0.92,98.51,7.47,29.81
981,BC981,118.72,38.93,58.474,39.937,49.385,15.461,0.04,25.539,0.198,21.198,9.452,0.53,0.89,98.58,1.76,24.54
982,BC982,118.91,38.76,87.548,42.995,89.334,14.355,0.04,31.569,0.077,31.266,12.863,0.52,0.88,98.6,5.2,28.12
983,BC983,118.48,38.85,78.461,29.935,71.006,17.169,0.04,31.197,0.109,19.312,12.192,0.52,0.88,98.6,1.65,23.98
984,BC984,118.41,38.84,109.212,17.557,113.368,13.333,0.04,29.624,0.13,21.756,9.512,97.38,2.62,0.0,5.9,20.25
985,BC985,118.51,38.73,131.456,49.831,126.514,17.087,0.04,33.47,0.19,86.643,12.98,40.82,59.18,0.0,8.22,28.34
